관리번호,제목,소관부서,시행일,시행여부,첨부파일명,첨부파일링크,담당부서,담당팀,담당자,자료문의,상세본문내용
감2019-41001,갑상선고주파절제술에 대한 수술보험금 지급시 유의사항 안내,보험감독국,20190401,폐지,갑상선고주파절제술에 대한 수술보험금 지급시 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2131226_20190401125740368_0.hwp&filere=%EA%B0%91%EC%83%81%EC%84%A0%EA%B3%A0%EC%A3%BC%ED%8C%8C%EC%A0%88%EC%A0%9C%EC%88%A0%EC%97%90+%EB%8C%80%ED%95%9C+%EC%88%98%EC%88%A0%EB%B3%B4%ED%97%98%EA%B8%88+%EC%A7%80%EA%B8%89%EC%8B%9C+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,보험감독국,특수보험2팀,최영석 팀장,02-3145-7464,"1. 관련근거 - 금융규제운영규정 제16조

                    2.「보험업법」제127조의3(기초서류 기재사항 준수의무) 등에 따라 갑상선고주파절제술에 대한 수술보험금 지급이 누락되지 않도록 관련업무 수행에 만전을 기하여 주시기 바랍니다.

붙임 : 갑상선고주파절제술에 대한 수술보험금 지급시 유의사항 안내 1부. 끝.


            - 아 래 -           

  - [관리번호] 감2019-41001
  - [감독행정목적] 갑상선 고주파절제술에 대한 수술보험금 지급시 유의사항 안내
  - [감독행정내용] 붙임참조
  - [관련법령] 보험업법 제127조의3
  - [내부경영사항 관련] 해당 없음

  - [폐지일자] 2024.08.30
  - [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2018-41007,장애인전용보장성보험 세액공제 적용 관련 유의사항 안내,보험감독국,20181204,폐지,181200 (감독행정) 장애인전용보장성보험 세액공제 적용 관련 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2100095_20181204180541362_0.hwp&filere=181200+%28%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95%29+%EC%9E%A5%EC%95%A0%EC%9D%B8%EC%A0%84%EC%9A%A9%EB%B3%B4%EC%9E%A5%EC%84%B1%EB%B3%B4%ED%97%98+%EC%84%B8%EC%95%A1%EA%B3%B5%EC%A0%9C+%EC%A0%81%EC%9A%A9+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,보험감독국,특수보험2팀,심재민 선임조사역,02-3145-7468,"1. 관련근거 - 금융규제 운영규정 제16조

2. 보험업법 제128조의3(기초서류 작성·변경 원칙)에 따라 정당한 사유 없는 보험계약자의 권리 축소 또는 의무 확대 등이 발생하지 않도록 장애인 보험 세액공제 적용과 관련하여 소득세법(제59조의4 등)상 요건을 갖춘 경우 보험계약자에게 불리한 내용이 기초서류에 포함되지 않도록 다음의 사항을 유의하여 주시기 바랍니다.

- 아 래 -

- [관리번호] 감2018-41007
- [지도목적] 보험회사의 장애인전용보장성보험 세액공제 적용 관련 유의사항 안내
- [지도내용] 붙임 참조
- [유효기간] 해당사항 없음
- [관련법령] 보험업법 제128조의3
- [내부경영사항 관련] 해당 없음

붙임 : 장애인전용보장성보험 세액공제 적용 관련 유의사항 안내 1부. 끝.


- [폐지일자] 2024.08.30
- [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2018-11007,문진제도 강화(감독행정),불법금융대응단,20181101,폐지,181101 문진_통합(감독행정)_붙임.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2040207_20181101194524597_0.hwp&filere=181101+%EB%AC%B8%EC%A7%84_%ED%86%B5%ED%95%A9%28%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95%29_%EB%B6%99%EC%9E%84.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. ‘17.12.1. 우리 원이 시행한 「영업점 창구에서 고액 현금 인출시 문진제도 강화(감독행정)」(불법단사기-1441, 감2017-11021)과 관련됩니다.

          2. 우리 원은 고액(5백만원) 현금 인출시 보이스피싱 노출 여부를 확인하기 위한 ‘금융사기 예방진단표’를 붙임1과 같이 변경·시행하였는데, 최근 문진이 적용되지 않는 수표·외화 인출, 창구 또는 인터넷뱅킹(CD/ATM기 포함) 송금·이체 등을 통해 피해를 당하는 사례가 발생하고 있습니다.

          3. 이에, 문진대상을 수표·외화 인출, 창구 또는 인터넷뱅킹(CD/ATM기 포함) 송금·이체시에도 확대하고 ‘금융사기 예방 진단표’를 붙임2와 같이 변경하고자 하오니, 동 방안이 12.3.(월)까지 시행*될 수 있도록 귀 행(사)의 적극적인 협조를 부탁드리며, 각 연합회·협회·중앙회, 우정사업본부에서는 회원사(산하 기관)별 이행 결과(미완료시 단계별 추진일정 등 세부계획)를 취합하여 2018.12월말까지 금융감독원에 보고하여 주시기 바랍니다.

             * 불가피한 경우 단계적으로 시행하되 ‘19.1/4분기 내 전산시스템 구축 등 완료

  ※ 향후 제도개선, 모니터링 등에 참고할 수 있도록 건별 비대면 문진 실시 결과 등의 기록 관리

          4. 아울러 본 건 문서를 「금융규제 운영규정」 제16조에 따라 아래와 같이 감독행정으로 등록하였으며, 기존 감독행정(감2017-11021)은 동 문서로 변경됨을 알려드립니다.

- 아   래  -

 - [관리번호] 감2018-11007
 - [지도목적] 전기통신금융사기 발생 방지
 - [지도내용] 붙임 참조
 - [관련법령] 「전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법」 제2조의2 및 동법 시행령 제2조의2
 - [내부경영사항 관련] 해당 없음"
감2018-41005,여행보험상품 위험률 산출 관련 유의사항 안내,보험감독국,20181015,폐지,붙임_여행보험상품 위험률 산출 관련 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2170663_20181015172157242_0.hwp&filere=%EB%B6%99%EC%9E%84_%EC%97%AC%ED%96%89%EB%B3%B4%ED%97%98%EC%83%81%ED%92%88+%EC%9C%84%ED%97%98%EB%A5%A0+%EC%82%B0%EC%B6%9C+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,보험감독국,특수보험2팀,최영석 팀장,02-3145-7464,"1. 관련근거 - 금융규제 운영규정 제16조

2. 「보험업법」 제129조 및 「금융회사의 지배구조에 관한 법률」 제24조에 근거하여 위험률 조정기준 등을 내부통제기준에 객관적·구체적으로 반영하도록 관련업무 수행에 만전을 기해주시기 바랍니다.

                                                                         - 아 래 -

- [관리번호] 감2018-41005
- [지도목적] 여행보험상품 위험률 산출관련 유의사항 안내
- [지도내용] 붙임 참조
- [유효기간] 해당사항 없음
- [관련법령] 보험업법 제129조 및 금융회사의 지배구조에 관한 법률 제24조
- [내부경영사항 관련] 해당 없음


붙임 : 여행보험상품 위험률 산출 관련 유의사항 안내 1부. 끝.


- [폐지일자] 2024.08.30
- [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2018-41004,지정대리청구제도 운영관련 유의사항 안내,보험감독국,20180720,폐지,붙임_지정대리청구제도 운영관련 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2150582_20180720111147083_0.hwp&filere=%EB%B6%99%EC%9E%84_%EC%A7%80%EC%A0%95%EB%8C%80%EB%A6%AC%EC%B2%AD%EA%B5%AC%EC%A0%9C%EB%8F%84+%EC%9A%B4%EC%98%81%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,보험감독국,특수보험2팀,심재민 선임조사역,02-3145-7468,"치매보장보험약관상  대리청구인 지정시기를 확대(2년->보험기간중)하고 
대리청구인 관련 구비서류 중 반드시 필요하지 않거나 발급이 곤란한 서류를 삭제하여 간소화
-[관련법령] 보험업법 제128조의3

            - 아 래 -           

  - [관리번호] 감2018-41004 
  - [감독행정목적] 지정대리청구제도 운영관련 유의사항 안내
  - [감독행정내용] 붙임참조
  - [관련법령] 보험업법 제128조의3
  - [내부경영사항 관련] 해당 없음


  - [폐지일자] 2024.08.30
  - [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2018-13001,인터넷뱅킹 등의 부정접속(로그인) 침해행위 관련 유의사항 안내,디지털금융검사국,20180704,폐지,180704_이상접속시도에대한_유의사항안내v11.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2180604_20210615093117933_0.hwp&filere=180704_%EC%9D%B4%EC%83%81%EC%A0%91%EC%86%8D%EC%8B%9C%EB%8F%84%EC%97%90%EB%8C%80%ED%95%9C_%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD%EC%95%88%EB%82%B4v11.hwp,디지털금융검사국,디지털금융검사국 검사기획팀,이우람 팀장,02-3145-7426,"최근 인터넷뱅킹 등을 대상으로 타 사이트에서 탈취된 것으로 추정되는 아이디와 비밀번호를 이용하여 대량의 부정접속을 시도하는 사례가 발생하였습니다.

이에, 다음과 같은 이상 접속 유형을 참고하여 전자금융감독규정 제17조제4항에서 정한 인터넷뱅킹(로그인 화면) 등의 공개용 웹서버가 해킹공격에 노출되지 않도록 모니터링을 강화하여 주시기 바랍니다.

- 다 음 -

          ① 동일단말기 또는 동일IP에서 다수의 아이디로 접속(로그인) 시도

          ② 동일단말기 또는 동일IP에서 대량의 접속(로그인) 시도

          ③ 평소 수준을 상회하는 대량의 접속(로그인) 시도

          ④ 평소 수준을 상회하는 대량의 접속(로그인) 실패 등"
감2018-11005,"전기통신금융사기 환급업무 관련 보고서 변경(VP002, VP101)에 따른 협조요청 및 관련 안내 매뉴얼 송부",불법금융대응단,20180516,폐지,170106_전기통신금융사기 환급업무 상세자료 작성양식 및 제출방법_F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2180571_20210630180811782_0.hwp&filere=170106_%EC%A0%84%EA%B8%B0%ED%86%B5%EC%8B%A0%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B8%B0+%ED%99%98%EA%B8%89%EC%97%85%EB%AC%B4+%EC%83%81%EC%84%B8%EC%9E%90%EB%A3%8C+%EC%9E%91%EC%84%B1%EC%96%91%EC%8B%9D+%EB%B0%8F+%EC%A0%9C%EC%B6%9C%EB%B0%A9%EB%B2%95_F.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. '18.01.17. 우리원이 시행한「전기통신금융사기 환급업무 관련 보고서 변경(VP002, VP101)에 따른 협조요청 및 관련 안내 매뉴얼 송부(불법단사기-66)」공문 관련입니다. 
      
2. 동 문서를「금융규제 운영규정」 제16조에 따라 아래와 같이 감독행정으로 등록하오니 관련 업무 수행에 만전을 기해주시기 바랍니다.


                                         -  아    래  -

         - [관리번호] 감2018-11005
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] '18.01.17. 시행 공문(불법단사기-66) 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

한편 '18.01.17. 시행된「전기통신금융사기 환급업무 관련 보고 전산시스템 개편에 따른 협조요청」은 본 공문으로 대체됩니다."
감2018-41003,급성심근경색증 진단비 보험금 지급시 유의사항 안내,보험감독국,20180516,폐지,(붙임) 급성심근경색증 진단비 보험금 지급시 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2160473_20180516101118311_0.hwp&filere=%28%EB%B6%99%EC%9E%84%29+%EA%B8%89%EC%84%B1%EC%8B%AC%EA%B7%BC%EA%B2%BD%EC%83%89%EC%A6%9D+%EC%A7%84%EB%8B%A8%EB%B9%84+%EB%B3%B4%ED%97%98%EA%B8%88+%EC%A7%80%EA%B8%89%EC%8B%9C+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,보험감독국,특수보험2팀,이강현 수석조사역,02-3145-7465,"1. 관련근거 - 금융규제 운영규정 제16조

2. 「보험업법」제127조의3(기초서류 기재사항 준수의무) 등에 따라 급성심근경색증 진단비 보험금 지급이 누락되지 않도록 관련업무 수행에 만전을 기해주시기 바랍니다.

- 아 래 -

- [관리번호] 감2018-41003
- [지도목적] 급성심근경색증 진단비 보험금 지급 철저
- [지도내용] 붙임 참조
- [유효기간] 해당사항 없음
- [관련법령] 보험업법 제127조의3
- [내부경영사항 관련] 해당 없음


붙임 : 급성심근경색증 진단비 보험금 지급시 유의사항 안내 1부. 끝.

- [폐지일자] 2024.08.30
- [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2018-11004,전기통신금융사기 환급업무 관련 보고 전산시스템 개편에 따른 협조요청,불법금융대응단,20180516,폐지,170106_전기통신금융사기 환급업무 상세자료 작성양식 및 제출방법_F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2180571_20210630180421069_0.hwp&filere=170106_%EC%A0%84%EA%B8%B0%ED%86%B5%EC%8B%A0%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B8%B0+%ED%99%98%EA%B8%89%EC%97%85%EB%AC%B4+%EC%83%81%EC%84%B8%EC%9E%90%EB%A3%8C+%EC%9E%91%EC%84%B1%EC%96%91%EC%8B%9D+%EB%B0%8F+%EC%A0%9C%EC%B6%9C%EB%B0%A9%EB%B2%95_F.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. '17.01.09. 우리원이 시행한「전기통신금융사기 환급업무 관련 보고 전산시스템 개편에 따른 협조요청(불법단사기-25)」공문 관련입니다. 
      
2. 동 문서를「금융규제 운영규정」 제16조에 따라 아래와 같이 감독행정으로 등록하오니 관련 업무 수행에 만전을 기해주시기 바랍니다.


                                        -  아    래  -

         - [관리번호] 감2018-11004
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] ’17.01.09. 시행 공문(불법단사기-25) 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

한편 '17.01.09. 시행된「전기통신금융사기 환급업무 관련 보고 전산시스템 개편에 따른 협조요청」은 본 공문으로 대체됩니다."
감2018-51001,가계신용대출 취급 관련 유의사항 안내,저축은행검사국,20180427,폐지,가계신용대출 취급 관련 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2200041_20210630105950423_0.hwp&filere=%EA%B0%80%EA%B3%84%EC%8B%A0%EC%9A%A9%EB%8C%80%EC%B6%9C+%EC%B7%A8%EA%B8%89+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,저축은행검사국,상시감시팀,조은애 선임조사역,02-3145-7384,"1. 귀 저축은행의 발전을 기원합니다. 

           2.「상호저축은행업감독규정」제40조의2(여신운용 원칙)에 의하면 저축은행은 차주의 리스크 특성, 재무상태, 미래 채무상환 능력 등에 대한 분석을 통해 신용리스크를 철저히 평가하는 등 여신의 건전성을 확보할 수 있도록 노력하여야 합니다.  

           3. 그러나 최근 우리원이 저축은행의 가계신용대출 취급실태를 분석한 결과, 업계 전반적으로는 동시대출*이 줄고는 있으나 일부 저축은행에서 여전히 대출금 송금 직전에 차주의 타 금융회사 대출내역 등을 추가 조회하지 않아 동시대출이 지속되고 있는 것으로 파악되었습니다. 이와 관련, 업계에서 이미 인지하는 바와 같이 동시대출건은 그 특성상 부실률이 높게 나타나는 등 향후 저축은행의 재무건전성 측면에서 주요 위험요인이 될 가능성이 있으므로 이에 대한 리스크 관리를 강화할 필요성이 있습니다. 

* 특정 차주에 대해 여러 금융회사에서 동일자(특히, 대출 승인시점과 대출금 송금 직전 사이)에 취급되는 대출로 연체율 등 부실률이 높음

          4. 이에 귀 저축은행에서는 동시대출이 억제되도록 대출정보 실시간 공유 서비스 등을 통해 대출금 송금 직전에 차주가 타 금융회사에서 받은 대출내역을 재조회하고, 동시대출이 확인되는 경우 여신심사를 다시 실시하는 프로세스를 구축하는 등 가계신용대출 리스크관리에 만전을 기하시기 바랍니다. 끝.   


-  아    래  -

 - [관리번호] 감2018-51001
 - [지도목적] 가계신용대출 취급 관련 유의사항 안내
 - [지도내용] 가계신용대출 취급시 동시대출 억제를 위한 프로세스를 구축하는 등 리스크관리 유의
 - [관련법령] 상호저축은행업감독규정 제40조의2
 - [내부경영사항 관련] 해당 없음


 ※ 본 공문은 '금융규제 운영규정'상 감독행정작용(일련번호 : 감2018-51001)에 해당되며, 동 규정 제16조제2항(제7조 금융행정지도의 원칙 준용)의 적용 대상임을 알려드립니다.

    한편, 2017.11.20. 시행된「가계신용대출 취급 관련 유의사항 안내」는 본 공문으로 대체됩니다.
    
    - [폐지일자]  2024.06.18
    - [폐지사유]「저축은행 표준규정」이 개정(제103조의2, 2024.04.30. 시행)됨에 따른 근거규정 삭제. 끝."
감2018-41001,보험회사의 계약관리비용 및 손해조사비 산출시 유의사항 안내,보험감독국,20180417,폐지,보험회사의 계약관리비용 및 손해조사비 산출시 유의사항 안내_내용.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2170663_20180417134806018_0.hwp&filere=%EB%B3%B4%ED%97%98%ED%9A%8C%EC%82%AC%EC%9D%98+%EA%B3%84%EC%95%BD%EA%B4%80%EB%A6%AC%EB%B9%84%EC%9A%A9+%EB%B0%8F+%EC%86%90%ED%95%B4%EC%A1%B0%EC%82%AC%EB%B9%84+%EC%82%B0%EC%B6%9C%EC%8B%9C+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4_%EB%82%B4%EC%9A%A9.hwp,보험감독국,특수보험2팀,이강현 수석조사역,02-3145-7465,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2.「보험업법」제129조(보험요율의 산출원칙) 및「금융회사 지배구조 감독규정」 별표3(내부통제기준에 포함해야 하는 사항) 등에 근거하여 실제 사업비 및 손해조사비 배분 결과를 기초로 장래 발생할 비용을 예측하여 산출기준 등을 마련하고 보험상품별로 적정한 계약관리비용 및 손해조사비가 산출될 수 있도록 내부통제에 만전을 기하여 주시기 바랍니다.

-  아    래  -

         - [관리번호] 감2018-41001  
         - [지도목적] 보험회사의 계약관리비용 및 손해조사비 산출시 유의사항 안내
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 보험업법 제129조, 금융회사 지배구조 감독규정 [별표3]
         - [내부경영사항 관련] 해당 없음

붙임 : 보험회사의 계약관리비용 및 손해조사비 산출시 유의사항 안내 1부. 끝.


         - [폐지일자] 2024.08.30
         - [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2017-43001,'자체위험 및 지급여력 평가체제' 구축관련 유의사항 통보,보험리스크제도실,20171229,시행중,감독행정 (붙임) ‘자체 위험 및 지급여력 평가 체제’ 구축관련 유의사항 통보.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2160092_20171229175900495_0.hwp&filere=%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95+%28%EB%B6%99%EC%9E%84%29+%E2%80%98%EC%9E%90%EC%B2%B4+%EC%9C%84%ED%97%98+%EB%B0%8F+%EC%A7%80%EA%B8%89%EC%97%AC%EB%A0%A5+%ED%8F%89%EA%B0%80+%EC%B2%B4%EC%A0%9C%E2%80%99+%EA%B5%AC%EC%B6%95%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%ED%86%B5%EB%B3%B4.hwp,보험리스크제도실,보험리스크총괄팀,홍보석 조사역,02-3145-7250,"1. 관련근거 -「금융규제 운영규정」 제16조


2. 보험회사의 ‘자체 위험 및 지급여력 평가체제’ 구축관련 유의사항을 붙임과 같이 안내하오니, 업무수행에 만전을 기해주시기 바랍니다.


3. 아울러 본건 문서를 「금융규제 운영규정」 제16조에 따라 아래와 같이 감독행정으로 등록하였음을 알려드립니다.


     - [관리번호] 감2017-43001
     - [지도목적] 보험회사 ‘자체 위험 및 지급여력 평가체제’ 구축 철저
     - [지도내용] 붙임 참조
     - [유효기간] 해당사항 없음
     - [관련법령] 보험업감독규정 제7-5조, 보험업감독업무시행세칙 제5-6조의2
     - [내부경영사항 관련] 해당 없음"
감2017-11021,고액 현금 인출·이체시 문진제도 실시,불법금융대응단,20171201,폐지,(붙임1)기존 고액현금 인출시 금융사기 예방진단표 1부.hwp | (붙임2)변경된 고액현금 인출시 금융사기 예방진단표 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20171201163824185_0.hwp&filere=%28%EB%B6%99%EC%9E%841%29%EA%B8%B0%EC%A1%B4+%EA%B3%A0%EC%95%A1%ED%98%84%EA%B8%88+%EC%9D%B8%EC%B6%9C%EC%8B%9C+%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B8%B0+%EC%98%88%EB%B0%A9%EC%A7%84%EB%8B%A8%ED%91%9C+1%EB%B6%80.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20171201163824281_1.hwp&filere=%28%EB%B6%99%EC%9E%842%29%EB%B3%80%EA%B2%BD%EB%90%9C+%EA%B3%A0%EC%95%A1%ED%98%84%EA%B8%88+%EC%9D%B8%EC%B6%9C%EC%8B%9C+%EA%B8%88%EC%9C%B5%EC%82%AC%EA%B8%B0+%EC%98%88%EB%B0%A9%EC%A7%84%EB%8B%A8%ED%91%9C+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. ’16.3.16. 우리 원이 시행한 「지역별 금융사기 예방협의회 구성 등 협조요청(불법단총괄-157)」와 관련됩니다. 

      2. 앞서 우리원은 고액 현금 인출시 보이스피싱 예방을 위한 “금융사기 예방 진단표”를 영업점에 비치하도록 한 바 있음에도 불구하고 피해자들이 영업점에서 고액의 현금을 인출하여 보이스피싱 사기범들에게 전달·송금하는 사례가 계속 발생하고 있습니다.

      3. 이에 고액(5백만원) 현금 인출시 보이스피싱 노출 여부를 확인하기 위한 “금융사기 예방 진단표”를 붙임2와 같이 변경*하고자 하오니 귀행(사)의 적극적인 협조를 부탁드립니다.

 * (기존) 고액 현금 인출시 금융사기 예방 진단표를 책받침, 배너 등으로 객장에 비치하는 소극적 방식 
   (변경) 고액 현금 인출시 고객이 직접 진단표에 체크·확인서명 후 금융회사 직원이 이를 확인하는 적극적 방식

      4. 아울러 본 건 문서를 「금융규제 운영규정」 제16조에 따라 아래와 같이 감독행정으로 등록하였음을 알려드립니다.

-  아    래  -
         - [관리번호] 감2017-11021
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

붙임1. 기존 고액현금 인출시 금융사기 예방진단표 1부.
붙임2. 변경된 고액현금 인출시 금융사기 예방진단표 1부. 끝."
감2017-11022,대출빙자형 보이스피싱 피해예방을 위한 대출금 상환방식 단순화 및 고객 안내 강화 요청,불법금융대응단,20171201,폐지,(붙임)대출금 상환방식 단순화 및 고객 안내 강화 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20171201164913609_0.hwp&filere=%28%EB%B6%99%EC%9E%84%29%EB%8C%80%EC%B6%9C%EA%B8%88+%EC%83%81%ED%99%98%EB%B0%A9%EC%8B%9D+%EB%8B%A8%EC%88%9C%ED%99%94+%EB%B0%8F+%EA%B3%A0%EA%B0%9D+%EC%95%88%EB%82%B4+%EA%B0%95%ED%99%94+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. 관련근거
             - 「금융규제 운영규정」 제16조

           2. 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」제2조의2(전기통신금융사기에 대한 대응 등) 등에 따라 대출빙자형 보이스피싱 피해예방을 위해붙임과 같이 대출금 상환방식 단순화 및 고객 안내 강화를 요청하오니 관련 업무 수행에 만전을 기하여 주시기 바랍니다.

           3. 아울러, 본건 문서를 아래와 같이 감독행정으로 등록하였음을 알려드립니다.
 
-  아    래  -
         - [관리번호] 감2017-11022
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임 참조
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」   제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

붙임 : 대출금 상환방식 단순화 및 고객 안내 강화 1부.  끝."
감2017-11023,대출빙자형 보이스피싱 피해예방을 위한 대출사전문진제도 강화,불법금융대응단,20171201,폐지,(붙임1)기존 대출빙자 보이스피싱 에방을 위한 사전 문진표 1부.hwp | (붙임2)변경된 대출빙자 보이스피싱 에방을 위한 사전 문진표 1부.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20171201171653586_0.hwp&filere=%28%EB%B6%99%EC%9E%841%29%EA%B8%B0%EC%A1%B4+%EB%8C%80%EC%B6%9C%EB%B9%99%EC%9E%90+%EB%B3%B4%EC%9D%B4%EC%8A%A4%ED%94%BC%EC%8B%B1+%EC%97%90%EB%B0%A9%EC%9D%84+%EC%9C%84%ED%95%9C+%EC%82%AC%EC%A0%84+%EB%AC%B8%EC%A7%84%ED%91%9C+1%EB%B6%80.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2020390_20171201171653713_1.hwp&filere=%28%EB%B6%99%EC%9E%842%29%EB%B3%80%EA%B2%BD%EB%90%9C+%EB%8C%80%EC%B6%9C%EB%B9%99%EC%9E%90+%EB%B3%B4%EC%9D%B4%EC%8A%A4%ED%94%BC%EC%8B%B1+%EC%97%90%EB%B0%A9%EC%9D%84+%EC%9C%84%ED%95%9C+%EC%82%AC%EC%A0%84+%EB%AC%B8%EC%A7%84%ED%91%9C+1%EB%B6%80.hwp,불법금융대응단,불법금융대응단 금융사기대응팀,구소원 검사역,02-3145-8123,"1. ’17.6.20. 우리 원이 시행한 「대출빙자형 보이스피싱 피해 방지 관련 유의사항(감독행정)(불법단사기-685)」와 관련입니다.

           2. 앞서 우리원은 대출빙자형 보이스피싱 피해 예방을 위하여 “대출빙자 보이스피싱 예방을 위한 사전 문진표”를 시행한 바 있음에도 불구하고 대출빙자형 보이스피싱 피해가 계속 증가하고 있습니다.

           3. 이에 대출 상담시 보이스피싱 노출 여부를 확인하기 위한 “대출빙자 보이스피싱 예방을 위한 사전 문진표”를 붙임2와 같이 변경*하고자 하오니 귀행(사)의 적극적인 협조를 부탁드립니다.
 
 * (기존) 고객이 문진표에 단순히 체크하는 방식 
   (변경) 기존방식에 고객이 문진표 내용을 확인하고 서명하였다는 내용을 추가

-  아    래  -
         - [관리번호] 감2017-11023
         - [지도목적] 전기통신금융사기 발생 방지
         - [지도내용] 붙임 참조
         - [관련법령] 「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」   제2조의2 및 동법 시행령 제2조의2
         - [내부경영사항 관련] 해당 없음

붙임1. 기존 대출빙자 보이스피싱 예방을 위한 사전 문진표 1부.
붙임2. 변경된 대출빙자 보이스피싱 예방을 위한 사전 문진표 1부. 끝."
